LineNumber, Time, CPU_percent, memory_percent, memory_used, memory_total, bytes_sent, bytes_recv, packets_sent, packets_recv, process_name, process_memory_occupied, process_total_numbers, process_read_cnt, process_write_cnt
188, 2017/04/18 17:12:09, 20.5, 81.8, 3291, 4022, 11459894, 32185295, 47324, 45012, qqbrowser.exe, 12.8433158778, 12, 190448, 190647
189, 2017/04/18 17:12:10, 34.6, 81.8, 3291, 4022, 11460191, 32186843, 47325, 45012, qqbrowser.exe, 12.8454524971, 12, 190475, 190667
190, 2017/04/18 17:12:11, 42.2, 82.6, 3322, 4022, 11472900, 32303971, 47456, 45170, qqbrowser.exe, 12.8477833546, 12, 190501, 190687
191, 2017/04/18 17:12:13, 22.8, 82.6, 3322, 4022, 11477661, 32333799, 47500, 45216, qqbrowser.exe, 12.8505026883, 12, 190519, 190699
192, 2017/04/18 17:12:14, 21.9, 82.6, 3320, 4022, 11477661, 32333883, 47500, 45216, qqbrowser.exe, 12.8522508313, 12, 190546, 190719
193, 2017/04/18 17:12:15, 22.3, 82.5, 3320, 4022, 11478003, 32333925, 47500, 45216, qqbrowser.exe, 12.8531249029, 12, 190564, 190731
194, 2017/04/18 17:12:17, 26.1, 82.5, 3316, 4022, 11478003, 32333925, 47500, 45216, qqbrowser.exe, 12.8562327128, 12, 190591, 190751
195, 2017/04/18 17:12:18, 55.4, 82.6, 3322, 4022, 11478279, 32334233, 47501, 45217, qqbrowser.exe, 12.8607001896, 12, 190615, 190769
196, 2017/04/18 17:12:19, 10.9, 82.4, 3313, 4022, 11478334, 32334299, 47502, 45218, qqbrowser.exe, 12.8621569755, 12, 190636, 190783
197, 2017/04/18 17:12:20, 18.7, 82.7, 3324, 4022, 11485588, 32334407, 47508, 45220, qqbrowser.exe, 12.864584952, 12, 190662, 190803
198, 2017/04/18 17:12:22, 7.0, 82.6, 3323, 4022, 11485588, 32334407, 47508, 45220, qqbrowser.exe, 12.867789881, 12, 190689, 190823
199, 2017/04/18 17:12:23, 53.6, 82.7, 3325, 4022, 11485588, 32334407, 47508, 45220, qqbrowser.exe, 12.8692466669, 12, 190707, 190835
200, 2017/04/18 17:12:24, 8.5, 82.6, 3322, 4022, 11485805, 32334407, 47508, 45220, qqbrowser.exe, 12.8730343102, 12, 190737, 190857
201, 2017/04/18 17:12:26, 19.9, 82.6, 3324, 4022, 11486656, 32335540, 47516, 45226, qqbrowser.exe, 12.8754622867, 12, 190764, 190877
202, 2017/04/18 17:12:27, 50.4, 83.4, 3355, 4022, 11488536, 32374263, 47537, 45261, qqbrowser.exe, 12.8767248345, 12, 190782, 190889
203, 2017/04/18 17:12:29, 16.7, 83.4, 3353, 4022, 11488536, 32374305, 47537, 45261, qqbrowser.exe, 12.8590491656, 12, 190806, 190907
204, 2017/04/18 17:12:30, 20.3, 83.3, 3351, 4022, 11488536, 32374389, 47537, 45261, qqbrowser.exe, 12.8623512136, 12, 190833, 190927
205, 2017/04/18 17:12:31, 22.6, 83.3, 3350, 4022, 11488536, 32374431, 47537, 45261, qqbrowser.exe, 12.8643907139, 12, 190856, 190943
206, 2017/04/18 17:12:32, 20.0, 83.4, 3354, 4022, 11488536, 32374473, 47537, 45261, qqbrowser.exe, 12.8664302141, 12, 190880, 190963
207, 2017/04/18 17:12:34, 21.4, 83.4, 3354, 4022, 11488536, 32374515, 47537, 45261, qqbrowser.exe, 12.8687610716, 12, 190907, 190983
208, 2017/04/18 17:12:35, 19.7, 83.4, 3354, 4022, 11488762, 32374696, 47539, 45263, qqbrowser.exe, 12.8712861671, 12, 190925, 190995
209, 2017/04/18 17:12:36, 17.9, 83.3, 3351, 4022, 11488859, 32375033, 47540, 45264, qqbrowser.exe, 12.8736170246, 12, 190954, 191020
210, 2017/04/18 17:12:38, 21.7, 83.3, 3350, 4022, 11488859, 32375033, 47540, 45264, qqbrowser.exe, 12.875850763, 12, 190984, 191051
211, 2017/04/18 17:12:39, 41.8, 83.3, 3350, 4022, 11489201, 32375033, 47540, 45264, qqbrowser.exe, 12.8550672841, 12, 191006, 191066
212, 2017/04/18 17:12:40, 25.4, 83.3, 3348, 4022, 11496131, 32375154, 47540, 45265, qqbrowser.exe, 12.8575923797, 12, 191038, 191090
213, 2017/04/18 17:12:42, 21.1, 83.3, 3349, 4022, 11496131, 32375154, 47540, 45265, qqbrowser.exe, 12.8605059515, 12, 191062, 191108
214, 2017/04/18 17:12:43, 36.6, 83.3, 3349, 4022, 11496131, 32375154, 47540, 45265, qqbrowser.exe, 12.8621569755, 12, 191083, 191122
215, 2017/04/18 17:12:44, 16.5, 83.2, 3346, 4022, 11496131, 32375154, 47540, 45265, qqbrowser.exe, 12.864682071, 12, 191110, 191142
216, 2017/04/18 17:12:46, 29.6, 83.4, 3354, 4022, 11496241, 32375670, 47542, 45269, qqbrowser.exe, 12.8673042857, 12, 191134, 191160
217, 2017/04/18 17:12:47, 12.0, 83.2, 3345, 4022, 11496295, 32375908, 47543, 45270, qqbrowser.exe, 12.8691495478, 12, 191155, 191174
218, 2017/04/18 17:12:48, 14.3, 83.2, 3344, 4022, 11496647, 32377720, 47546, 45276, qqbrowser.exe, 12.8707034528, 12, 191179, 191192
219, 2017/04/18 17:12:50, 12.5, 83.1, 3343, 4022, 11499289, 32381075, 47571, 45302, qqbrowser.exe, 12.8729371912, 12, 191206, 191212
220, 2017/04/18 17:12:51, 13.6, 83.0, 3340, 4022, 11503537, 32386049, 47618, 45346, qqbrowser.exe, 12.8760450011, 12, 191229, 191228
221, 2017/04/18 17:12:52, 17.1, 83.1, 3343, 4022, 11503970, 32388174, 47622, 45354, qqbrowser.exe, 12.8780845014, 12, 191253, 191246
222, 2017/04/18 17:12:54, 17.7, 83.1, 3342, 4022, 11508218, 32393249, 47669, 45398, qqbrowser.exe, 12.8674985238, 12, 191277, 191264
223, 2017/04/18 17:12:55, 17.2, 83.1, 3341, 4022, 11508218, 32394239, 47669, 45404, qqbrowser.exe, 12.8699265003, 12, 191298, 191278
224, 2017/04/18 17:12:56, 45.6, 83.1, 3340, 4022, 11508273, 32394715, 47670, 45405, qqbrowser.exe, 12.8718688815, 12, 191325, 191298
225, 2017/04/18 17:12:58, 56.2, 83.1, 3341, 4022, 11508273, 32394807, 47670, 45405, qqbrowser.exe, 12.8740055008, 12, 191352, 191318
226, 2017/04/18 17:12:59, 20.4, 83.1, 3340, 4022, 11508273, 32394807, 47670, 45405, qqbrowser.exe, 12.8768219536, 12, 191370, 191330
227, 2017/04/18 17:13:00, 19.0, 83.1, 3340, 4022, 11515292, 32395067, 47671, 45408, qqbrowser.exe, 12.8789585729, 12, 191399, 191352
228, 2017/04/18 17:13:02, 15.4, 83.1, 3340, 4022, 11515634, 32395067, 47671, 45408, qqbrowser.exe, 12.8809009541, 12, 191423, 191370
229, 2017/04/18 17:13:03, 18.4, 83.1, 3340, 4022, 11515634, 32395067, 47671, 45408, qqbrowser.exe, 12.8828433353, 12, 191444, 191384
230, 2017/04/18 17:13:04, 10.9, 83.1, 3340, 4022, 11515634, 32395151, 47671, 45408, qqbrowser.exe, 12.885659788, 12, 191471, 191404
231, 2017/04/18 17:13:06, 23.7, 83.1, 3341, 4022, 11515634, 32395193, 47671, 45408, qqbrowser.exe, 12.8876021693, 12, 191505, 191434
232, 2017/04/18 17:13:07, 21.2, 83.1, 3341, 4022, 11515851, 32395277, 47671, 45408, qqbrowser.exe, 12.8890589552, 12, 191523, 191446
233, 2017/04/18 17:13:08, 40.8, 83.1, 3343, 4022, 11515851, 32395319, 47671, 45408, qqbrowser.exe, 12.8800268826, 12, 191550, 191466
234, 2017/04/18 17:13:10, 19.6, 83.2, 3347, 4022, 11516339, 32395319, 47671, 45408, qqbrowser.exe, 12.8910984554, 12, 191574, 191484
235, 2017/04/18 17:13:11, 85.3, 83.5, 3359, 4022, 11516431, 32395319, 47671, 45408, qqbrowser.exe, 12.8941091463, 12, 191600, 191502
236, 2017/04/18 17:13:12, 12.0, 83.4, 3353, 4022, 11516431, 32395403, 47671, 45408, qqbrowser.exe, 12.8962457656, 12, 191624, 191520
237, 2017/04/18 17:13:14, 21.2, 83.4, 3353, 4022, 11516773, 32395403, 47671, 45408, qqbrowser.exe, 12.8987708612, 12, 191651, 191540
238, 2017/04/18 17:13:15, 25.3, 83.4, 3354, 4022, 11517261, 32395445, 47671, 45408, qqbrowser.exe, 12.9002276471, 12, 191669, 191552
239, 2017/04/18 17:13:16, 11.7, 83.5, 3359, 4022, 11517353, 32395445, 47671, 45408, qqbrowser.exe, 12.9035296951, 12, 191696, 191572
240, 2017/04/18 17:13:18, 5.8, 83.6, 3363, 4022, 11517353, 32395445, 47671, 45408, qqbrowser.exe, 12.9054720763, 12, 191720, 191590
241, 2017/04/18 17:13:19, 13.9, 83.6, 3362, 4022, 11517408, 32395511, 47672, 45409, qqbrowser.exe, 12.9071231004, 12, 191741, 191604
242, 2017/04/18 17:13:20, 8.5, 83.6, 3361, 4022, 11524338, 32395511, 47672, 45409, qqbrowser.exe, 12.9104251484, 12, 191770, 191626
243, 2017/04/18 17:13:22, 60.3, 83.0, 3338, 4022, 11524338, 32395577, 47672, 45410, qqbrowser.exe, 12.9126588868, 12, 191794, 191644
244, 2017/04/18 17:13:23, 65.9, 82.6, 3323, 4022, 11524338, 32395999, 47672, 45411, qqbrowser.exe, 12.9145041489, 12, 191818, 191660
245, 2017/04/18 17:13:24, 17.1, 82.5, 3318, 4022, 11524974, 32396133, 47673, 45412, qqbrowser.exe, 12.904889362, 12, 191842, 191678
246, 2017/04/18 17:13:26, 21.1, 82.5, 3318, 4022, 11525419, 32397269, 47678, 45418, qqbrowser.exe, 12.9067346241, 12, 191866, 191696
247, 2017/04/18 17:13:27, 15.2, 82.5, 3318, 4022, 11525589, 32398603, 47680, 45420, qqbrowser.exe, 12.9082885291, 12, 191887, 191710
248, 2017/04/18 17:13:28, 18.9, 82.6, 3323, 4022, 11525589, 32398603, 47680, 45420, qqbrowser.exe, 12.9103280293, 12, 191911, 191728
249, 2017/04/18 17:13:30, 40.5, 82.7, 3325, 4022, 11527889, 32402030, 47705, 45445, qqbrowser.exe, 12.9133387202, 12, 191938, 191748
250, 2017/04/18 17:13:31, 37.1, 82.6, 3324, 4022, 11527943, 32402311, 47706, 45448, qqbrowser.exe, 12.9166407683, 12, 191958, 191762
251, 2017/04/18 17:13:32, 48.6, 82.7, 3325, 4022, 11527943, 32402353, 47706, 45448, qqbrowser.exe, 12.9188745066, 12, 191988, 191784
252, 2017/04/18 17:13:34, 53.7, 82.9, 3333, 4022, 11527943, 32402437, 47706, 45448, qqbrowser.exe, 12.9220794356, 12, 192012, 191802
253, 2017/04/18 17:13:35, 19.4, 82.8, 3331, 4022, 11528032, 32402618, 47707, 45450, qqbrowser.exe, 12.9236333406, 12, 192033, 191816
254, 2017/04/18 17:13:36, 10.3, 82.8, 3330, 4022, 11528374, 32402618, 47707, 45450, qqbrowser.exe, 12.9045980048, 12, 192057, 191834
255, 2017/04/18 17:13:37, 12.7, 82.8, 3328, 4022, 11528374, 32402702, 47707, 45450, qqbrowser.exe, 12.9078029338, 12, 192081, 191852
256, 2017/04/18 17:13:39, 19.5, 82.7, 3326, 4022, 11528374, 32402744, 47707, 45450, qqbrowser.exe, 12.8971198372, 12, 192102, 191866
257, 2017/04/18 17:13:40, 18.5, 82.7, 3328, 4022, 11535304, 32402786, 47707, 45450, qqbrowser.exe, 12.8993535755, 12, 192126, 191884
258, 2017/04/18 17:13:41, 37.7, 82.8, 3328, 4022, 11535412, 32403079, 47709, 45454, qqbrowser.exe, 12.903335457, 12, 192158, 191908
259, 2017/04/18 17:13:43, 61.9, 83.5, 3357, 4022, 11535412, 32403079, 47709, 45454, qqbrowser.exe, 12.9050836001, 12, 192179, 191922
260, 2017/04/18 17:13:44, 33.2, 83.5, 3356, 4022, 11535412, 32403379, 47709, 45455, qqbrowser.exe, 12.9070259813, 12, 192203, 191940
261, 2017/04/18 17:13:46, 55.3, 83.4, 3354, 4022, 11535467, 32403703, 47710, 45457, qqbrowser.exe, 12.909842434, 12, 192233, 191962
262, 2017/04/18 17:13:47, 42.6, 83.2, 3348, 4022, 11535638, 32403919, 47710, 45458, qqbrowser.exe, 12.9114934581, 12, 192254, 191976
263, 2017/04/18 17:13:49, 32.4, 83.2, 3345, 4022, 11535809, 32404135, 47710, 45459, qqbrowser.exe, 12.913047363, 12, 192278, 191994
264, 2017/04/18 17:13:50, 20.7, 83.1, 3343, 4022, 11535809, 32404135, 47710, 45459, qqbrowser.exe, 12.916252292, 12, 192305, 192014
265, 2017/04/18 17:13:51, 23.3, 83.1, 3341, 4022, 11535809, 32404135, 47710, 45459, qqbrowser.exe, 12.9181946732, 12, 192328, 192030
266, 2017/04/18 17:13:52, 18.4, 83.0, 3337, 4022, 11536063, 32404224, 47712, 45460, qqbrowser.exe, 12.9206226497, 12, 192355, 192050
267, 2017/04/18 17:13:54, 42.2, 83.2, 3348, 4022, 11536378, 32405090, 47713, 45464, qqbrowser.exe, 12.9237304596, 12, 192379, 192068
268, 2017/04/18 17:13:55, 37.9, 83.3, 3348, 4022, 11536378, 32405738, 47713, 45466, qqbrowser.exe, 12.9254786027, 12, 192400, 192082
269, 2017/04/18 17:13:56, 16.0, 83.2, 3347, 4022, 11536378, 32405830, 47713, 45466, qqbrowser.exe, 12.9271296268, 12, 192424, 192100
270, 2017/04/18 17:13:58, 22.3, 83.2, 3346, 4022, 11536378, 32405914, 47713, 45466, qqbrowser.exe, 12.9152811014, 12, 192451, 192120
271, 2017/04/18 17:13:59, 26.4, 83.2, 3345, 4022, 11536720, 32405956, 47713, 45466, qqbrowser.exe, 12.9169321254, 12, 192472, 192134
272, 2017/04/18 17:14:00, 23.8, 83.2, 3345, 4022, 11543739, 32406137, 47714, 45468, qqbrowser.exe, 12.9193601019, 12, 192498, 192154
273, 2017/04/18 17:14:02, 33.3, 83.2, 3345, 4022, 11543828, 32406398, 47715, 45469, qqbrowser.exe, 12.9222736737, 12, 192528, 192177
274, 2017/04/18 17:14:03, 39.9, 83.2, 3347, 4022, 11543990, 32406482, 47718, 45469, qqbrowser.exe, 12.924313174, 12, 192555, 192197
275, 2017/04/18 17:14:05, 11.7, 83.2, 3346, 4022, 11544044, 32406524, 47719, 45469, qqbrowser.exe, 12.9256728408, 12, 192573, 192209
276, 2017/04/18 17:14:06, 27.9, 83.5, 3359, 4022, 11544472, 32407072, 47723, 45473, qqbrowser.exe, 12.9287806508, 12, 192600, 192229
277, 2017/04/18 17:14:07, 10.9, 82.9, 3334, 4022, 11544526, 32407072, 47724, 45473, qqbrowser.exe, 12.9305287939, 12, 192621, 192243
278, 2017/04/18 17:14:09, 14.0, 83.5, 3358, 4022, 11544996, 32407662, 47729, 45478, qqbrowser.exe, 12.9086770053, 12, 192645, 192261
279, 2017/04/18 17:14:10, 7.8, 83.4, 3356, 4022, 11544996, 32407662, 47729, 45478, qqbrowser.exe, 12.9112992199, 12, 192669, 192279
280, 2017/04/18 17:14:11, 14.1, 83.3, 3351, 4022, 11545459, 32407777, 47730, 45479, qqbrowser.exe, 12.9131444821, 12, 192692, 192295
281, 2017/04/18 17:14:12, 11.9, 83.5, 3357, 4022, 11545513, 32407777, 47731, 45479, qqbrowser.exe, 12.9150868633, 12, 192716, 192313
282, 2017/04/18 17:14:14, 8.0, 83.4, 3353, 4022, 11545513, 32407777, 47731, 45479, qqbrowser.exe, 12.9169321254, 12, 192743, 192333
283, 2017/04/18 17:14:15, 14.1, 83.3, 3350, 4022, 11546202, 32408959, 47738, 45485, qqbrowser.exe, 12.919457221, 12, 192761, 192345
284, 2017/04/18 17:14:16, 7.9, 83.3, 3349, 4022, 11546418, 32409013, 47742, 45486, qqbrowser.exe, 12.9213996022, 12, 192788, 192365
285, 2017/04/18 17:14:18, 11.7, 83.2, 3348, 4022, 11546472, 32409013, 47743, 45486, qqbrowser.exe, 12.9233419834, 12, 192812, 192383
286, 2017/04/18 17:14:19, 7.4, 83.2, 3347, 4022, 11546527, 32409013, 47744, 45486, qqbrowser.exe, 12.9256728408, 12, 192833, 192397
287, 2017/04/18 17:14:20, 9.6, 83.1, 3343, 4022, 11553511, 32409079, 47745, 45487, qqbrowser.exe, 12.9280036983, 12, 192859, 192417
288, 2017/04/18 17:14:21, 17.4, 83.2, 3346, 4022, 11553907, 32409079, 47746, 45487, qqbrowser.exe, 12.9298489604, 12, 192886, 192437
289, 2017/04/18 17:14:23, 22.0, 83.2, 3345, 4022, 11553907, 32409079, 47746, 45487, qqbrowser.exe, 12.9313057463, 12, 192904, 192449
290, 2017/04/18 17:14:24, 12.8, 83.1, 3343, 4022, 11553907, 32409079, 47746, 45487, qqbrowser.exe, 12.9212053641, 12, 192928, 192467
291, 2017/04/18 17:14:25, 14.2, 83.1, 3342, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.922759269, 12, 192949, 192481
292, 2017/04/18 17:14:27, 12.6, 83.1, 3341, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.9249930074, 12, 192973, 192499
293, 2017/04/18 17:14:28, 9.9, 83.1, 3340, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.9267411505, 12, 192997, 192517
294, 2017/04/18 17:14:29, 12.9, 83.0, 3339, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.9292662461, 12, 193018, 192531
295, 2017/04/18 17:14:30, 10.4, 83.0, 3337, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.9314999845, 12, 193044, 192551
296, 2017/04/18 17:14:32, 10.5, 83.0, 3336, 4022, 11553961, 32409200, 47747, 45488, qqbrowser.exe, 12.9333452466, 12, 193068, 192569
297, 2017/04/18 17:14:33, 7.0, 83.0, 3336, 4022, 11554303, 32409200, 47747, 45488, qqbrowser.exe, 12.9348991516, 12, 193086, 192581
298, 2017/04/18 17:14:34, 19.1, 83.0, 3339, 4022, 11554601, 32409200, 47748, 45488, qqbrowser.exe, 12.9381040806, 12, 193113, 192601
299, 2017/04/18 17:14:35, 15.2, 83.0, 3338, 4022, 11554845, 32409200, 47748, 45488, qqbrowser.exe, 12.9401435808, 12, 193137, 192619
300, 2017/04/18 17:14:37, 5.5, 83.0, 3338, 4022, 11555204, 32409618, 47751, 45491, qqbrowser.exe, 12.9427657954, 12, 193163, 192649
301, 2017/04/18 17:14:38, 5.5, 83.0, 3338, 4022, 11555204, 32409918, 47751, 45493, qqbrowser.exe, 12.9447081766, 12, 193187, 192667
302, 2017/04/18 17:14:39, 8.8, 83.0, 3338, 4022, 11555448, 32409918, 47751, 45493, qqbrowser.exe, 12.9358703422, 12, 193209, 192682
303, 2017/04/18 17:14:40, 6.2, 83.0, 3338, 4022, 11562622, 32409918, 47751, 45493, qqbrowser.exe, 12.9423773192, 12, 193235, 192702
304, 2017/04/18 17:14:42, 4.3, 83.0, 3338, 4022, 11562714, 32410020, 47751, 45493, qqbrowser.exe, 12.9444168195, 12, 193262, 192722
305, 2017/04/18 17:14:43, 19.0, 83.0, 3338, 4022, 11562714, 32410230, 47751, 45493, qqbrowser.exe, 12.9458736054, 12, 193280, 192734
306, 2017/04/18 17:14:44, 8.1, 83.0, 3338, 4022, 11563056, 32410482, 47751, 45493, qqbrowser.exe, 12.9284892936, 12, 193304, 192752
307, 2017/04/18 17:14:46, 14.3, 83.0, 3338, 4022, 11563111, 32410590, 47752, 45494, qqbrowser.exe, 12.9306259129, 12, 193331, 192772
308, 2017/04/18 17:14:47, 23.4, 83.0, 3338, 4022, 11563111, 32410590, 47752, 45494, qqbrowser.exe, 12.9319855798, 12, 193349, 192784
309, 2017/04/18 17:14:48, 22.9, 83.1, 3342, 4022, 11563111, 32410590, 47752, 45494, qqbrowser.exe, 12.9342193181, 12, 193376, 192804
310, 2017/04/18 17:14:49, 14.8, 83.2, 3345, 4022, 11563111, 32410590, 47752, 45494, qqbrowser.exe, 12.93713289, 12, 193400, 192822
311, 2017/04/18 17:14:51, 35.4, 82.3, 3311, 4022, 11563111, 32410711, 47752, 45495, qqbrowser.exe, 12.938783914, 12, 193423, 192838
312, 2017/04/18 17:14:52, 37.3, 82.3, 3311, 4022, 11563111, 32410711, 47752, 45495, qqbrowser.exe, 12.9406291761, 12, 193447, 192856
313, 2017/04/18 17:14:53, 35.3, 82.4, 3313, 4022, 11563192, 32410800, 47753, 45496, qqbrowser.exe, 12.9314999845, 12, 193477, 192878
314, 2017/04/18 17:14:55, 37.8, 82.5, 3316, 4022, 11563192, 32410800, 47753, 45496, qqbrowser.exe, 12.9328596513, 12, 193495, 192890
315, 2017/04/18 17:14:56, 24.0, 82.5, 3316, 4022, 11563534, 32410842, 47753, 45496, qqbrowser.exe, 12.4166718463, 12, 193519, 192908
316, 2017/04/18 17:14:57, 53.5, 81.5, 3279, 4022, 11563534, 32410884, 47753, 45496, qqbrowser.exe, 12.4199738944, 12, 193546, 192928
317, 2017/04/18 17:14:59, 28.9, 81.5, 3277, 4022, 11563534, 32410926, 47753, 45496, qqbrowser.exe, 12.4212364422, 12, 193564, 192940
318, 2017/04/18 17:15:00, 17.6, 81.4, 3275, 4022, 11570519, 32411064, 47754, 45497, qqbrowser.exe, 12.4235672996, 12, 193591, 192960
319, 2017/04/18 17:15:01, 8.8, 81.4, 3274, 4022, 11570608, 32411245, 47755, 45499, qqbrowser.exe, 12.4260923952, 12, 193611, 192974
320, 2017/04/18 17:15:03, 13.1, 81.4, 3274, 4022, 11570608, 32411287, 47755, 45499, qqbrowser.exe, 12.429005967, 12, 193638, 192994
321, 2017/04/18 17:15:04, 30.1, 81.4, 3274, 4022, 11570608, 32411450, 47755, 45500, qqbrowser.exe, 12.4309483482, 12, 193662, 193012
322, 2017/04/18 17:15:05, 14.5, 81.5, 3277, 4022, 11571096, 32411492, 47755, 45500, qqbrowser.exe, 12.4325022532, 12, 193683, 193026
323, 2017/04/18 17:15:06, 17.7, 81.6, 3280, 4022, 11571359, 32411576, 47755, 45500, qqbrowser.exe, 12.4357071821, 12, 193720, 193058
324, 2017/04/18 17:15:08, 43.7, 81.6, 3281, 4022, 11571530, 32411618, 47755, 45500, qqbrowser.exe, 12.4375524443, 12, 193744, 193076
325, 2017/04/18 17:15:09, 18.1, 81.6, 3281, 4022, 11571774, 32411702, 47755, 45500, qqbrowser.exe, 12.4395919446, 12, 193771, 193096
326, 2017/04/18 17:15:11, 9.5, 81.6, 3281, 4022, 11572018, 32411702, 47755, 45500, qqbrowser.exe, 12.4424083973, 12, 193791, 193110
327, 2017/04/18 17:15:12, 16.1, 81.4, 3272, 4022, 11572110, 32411944, 47755, 45502, qqbrowser.exe, 12.4446421357, 12, 193818, 193130
328, 2017/04/18 17:15:13, 25.1, 81.5, 3279, 4022, 11572110, 32411944, 47755, 45502, qqbrowser.exe, 12.4461960407, 12, 193836, 193142
329, 2017/04/18 17:15:14, 9.7, 81.5, 3278, 4022, 11572110, 32412070, 47755, 45502, qqbrowser.exe, 12.4501779221, 12, 193860, 193160
330, 2017/04/18 17:15:16, 18.7, 81.5, 3277, 4022, 11572272, 32412274, 47758, 45505, qqbrowser.exe, 12.4524116605, 12, 193887, 193180
331, 2017/04/18 17:15:17, 14.8, 81.6, 3283, 4022, 11572272, 32412274, 47758, 45505, qqbrowser.exe, 12.4551309942, 12, 193905, 193192
332, 2017/04/18 17:15:18, 8.1, 81.7, 3285, 4022, 11572614, 32412274, 47758, 45505, qqbrowser.exe, 12.4570733754, 12, 193932, 193212
333, 2017/04/18 17:15:20, 14.0, 81.6, 3283, 4022, 11576079, 32412274, 47758, 45505, qqbrowser.exe, 12.4599869472, 12, 193956, 193230
334, 2017/04/18 17:15:21, 8.9, 81.6, 3283, 4022, 11579544, 32412274, 47758, 45505, qqbrowser.exe, 12.4622206856, 12, 193976, 193244
335, 2017/04/18 17:15:22, 15.1, 81.6, 3283, 4022, 11579544, 32412522, 47758, 45505, qqbrowser.exe, 12.4643573049, 12, 194003, 193264
336, 2017/04/18 17:15:23, 14.8, 81.6, 3283, 4022, 11579599, 32412588, 47759, 45506, qqbrowser.exe, 12.4427968735, 12, 194027, 193282
337, 2017/04/18 17:15:25, 23.7, 81.6, 3282, 4022, 11579599, 32412709, 47759, 45507, qqbrowser.exe, 12.4459046835, 12, 194048, 193296
338, 2017/04/18 17:15:26, 27.2, 81.7, 3284, 4022, 11579599, 32412709, 47759, 45507, qqbrowser.exe, 12.4475557075, 12, 194072, 193314
339, 2017/04/18 17:15:27, 22.9, 81.5, 3280, 4022, 11579599, 32412793, 47759, 45507, qqbrowser.exe, 12.4492067315, 12, 194093, 193328
340, 2017/04/18 17:15:29, 20.7, 81.6, 3280, 4022, 11579599, 32412835, 47759, 45507, qqbrowser.exe, 12.4511491127, 12, 194117, 193346
341, 2017/04/18 17:15:30, 12.0, 81.5, 3279, 4022, 11583665, 32413908, 47777, 45515, qqbrowser.exe, 12.461346614, 12, 194148, 193370
342, 2017/04/18 17:15:31, 63.2, 81.8, 3288, 4022, 11583973, 32415463, 47782, 45528, qqbrowser.exe, 12.464454424, 12, 194171, 193390
343, 2017/04/18 17:15:33, 12.7, 81.6, 3282, 4022, 11584043, 32415879, 47783, 45530, qqbrowser.exe, 12.4671737577, 12, 194195, 193408
344, 2017/04/18 17:15:34, 26.5, 81.7, 3287, 4022, 11584132, 32416274, 47784, 45531, qqbrowser.exe, 12.4700873295, 12, 194222, 193428
345, 2017/04/18 17:15:35, 31.0, 81.8, 3289, 4022, 11584132, 32416328, 47784, 45532, qqbrowser.exe, 12.4716412344, 12, 194240, 193440
346, 2017/04/18 17:15:37, 23.5, 81.8, 3288, 4022, 11584132, 32416394, 47784, 45533, qqbrowser.exe, 12.4737778537, 12, 194267, 193460
347, 2017/04/18 17:15:38, 15.9, 81.7, 3287, 4022, 11584132, 32417059, 47784, 45534, qqbrowser.exe, 12.4637745905, 12, 194291, 193478
348, 2017/04/18 17:15:39, 16.9, 81.7, 3285, 4022, 11584132, 32417151, 47784, 45534, qqbrowser.exe, 12.4655227336, 12, 194312, 193492
349, 2017/04/18 17:15:40, 11.3, 81.7, 3285, 4022, 11591062, 32417151, 47784, 45534, qqbrowser.exe, 12.4710585201, 12, 194338, 193513
350, 2017/04/18 17:15:42, 32.7, 81.7, 3284, 4022, 11591404, 32417151, 47784, 45534, qqbrowser.exe, 12.4738749728, 12, 194365, 193533
351, 2017/04/18 17:15:43, 36.7, 81.7, 3286, 4022, 11591404, 32417151, 47784, 45534, qqbrowser.exe, 12.4756231159, 12, 194383, 193545
352, 2017/04/18 17:15:44, 25.7, 81.7, 3288, 4022, 11591404, 32417367, 47784, 45535, qqbrowser.exe, 12.477468378, 12, 194410, 193565
353, 2017/04/18 17:15:46, 8.0, 81.7, 3286, 4022, 11591459, 32417649, 47785, 45537, qqbrowser.exe, 12.4791194021, 12, 194434, 193583
354, 2017/04/18 17:15:47, 10.8, 81.7, 3285, 4022, 11591459, 32418229, 47785, 45539, qqbrowser.exe, 12.4821300929, 12, 194458, 193599
355, 2017/04/18 17:15:48, 22.0, 81.8, 3291, 4022, 11591459, 32418688, 47785, 45540, qqbrowser.exe, 12.4859177363, 12, 194482, 193617
356, 2017/04/18 17:15:50, 41.2, 81.9, 3292, 4022, 11591459, 32418688, 47785, 45540, qqbrowser.exe, 12.4905794512, 12, 194509, 193637
357, 2017/04/18 17:15:51, 15.6, 81.8, 3289, 4022, 11591459, 32418688, 47785, 45540, qqbrowser.exe, 12.4923275942, 12, 194532, 193653
358, 2017/04/18 17:15:52, 25.4, 81.8, 3289, 4022, 11591801, 32418688, 47785, 45540, qqbrowser.exe, 12.4941728564, 12, 194559, 193673
